VisitID,PropertyID,ClientID,AgentID,VisitDate
909,100,824,84,2025-01-17
910,966,425,52,2025-02-01
911,414,1134,85,2025-05-05
912,437,777,30,2024-11-30
913,916,879,89,2024-09-01
914,632,583,10,2024-10-13
915,639,53,49,2024-05-16
916,169,1192,85,2025-02-22
917,413,992,96,2024-05-21
918,896,1333,93,2024-09-06
919,737,1422,62,2024-12-10
920,867,1322,85,2024-08-30
921,164,246,76,2024-08-13
922,32,578,62,2025-01-21
923,151,583,57,2024-11-03
924,941,1104,70,2024-06-11
925,301,1440,9,2024-10-31
926,398,89,19,2024-07-11
927,516,1432,93,2024-12-27
928,398,1361,98,2024-10-17
929,304,699,47,2024-06-17
930,238,144,72,2025-03-21
931,459,828,85,2024-05-25
932,343,1029,30,2024-06-14
933,687,1272,45,2024-06-20
934,865,724,44,2025-01-06
935,209,1016,11,2025-01-12
936,440,386,25,2024-06-12
937,636,63,79,2024-08-13
938,354,71,68,2024-10-19
939,543,428,56,2024-07-17
940,446,311,40,2024-10-27
941,75,469,25,2024-10-11
942,532,799,10,2024-06-03
943,774,854,68,2024-07-02
944,819,996,3,2024-07-08
945,434,715,37,2024-07-15
946,194,136,54,2025-02-04
947,234,1049,69,2025-02-08
948,118,473,24,2024-08-15
949,533,870,40,2024-10-11
950,835,808,74,2025-01-13
951,363,1165,30,2024-06-30
952,498,1387,35,2024-07-22
953,221,1253,20,2025-04-08
954,138,116,53,2024-08-14
955,790,498,10,2024-07-17
956,353,1118,20,2025-03-12
957,120,1417,4,2024-08-27
958,158,599,69,2025-03-07
959,641,560,64,2024-12-03
960,22,1092,55,2024-05-17
961,836,395,75,2025-01-11
962,773,879,76,2024-07-31
963,14,151,9,2025-05-08
964,748,669,4,2024-10-08
965,868,441,26,2024-09-04
966,398,1008,33,2025-04-15
967,708,201,35,2024-09-20
968,246,717,58,2025-01-02
969,252,1086,79,2024-07-28
970,243,1480,47,2024-07-15
971,323,714,14,2024-05-19
972,832,617,97,2024-10-10
973,2,98,33,2024-07-07
974,440,545,79,2024-08-15
975,649,539,56,2024-12-03
976,111,1418,22,2024-07-12
977,91,1269,52,2024-09-12
978,556,555,4,2025-04-25
979,529,1407,78,2024-06-26
980,582,285,45,2024-10-27
981,873,912,100,2025-04-04
982,510,189,73,2024-07-18
983,955,983,17,2024-05-17
984,884,421,100,2024-08-26
985,849,729,39,2024-10-01
986,270,29,93,2024-10-16
987,637,176,8,2025-03-08
988,1000,290,99,2025-01-28
989,596,1202,47,2025-04-26
990,112,635,86,2024-09-21
991,983,100,96,2025-04-02
992,541,1220,5,2025-03-13
993,465,1194,68,2024-12-23
994,62,348,85,2024-06-08
995,33,80,8,2025-02-21
996,504,363,87,2024-12-21
997,447,1074,38,2024-07-12
998,63,1140,13,2025-02-06
999,495,412,31,2025-04-30
1000,578,940,90,2024-05-24
1001,618,1026,9,2024-10-20
1002,941,384,84,2024-12-20
1003,896,399,64,2024-10-08
1004,721,235,7,2025-02-20
1005,778,1035,39,2025-03-13
1006,692,846,46,2025-01-26
1007,240,727,44,2025-03-21
1008,93,1197,2,2024-07-26
1009,344,145,74,2024-11-08
1010,35,1155,38,2025-02-16
1011,612,538,26,2024-05-23
1012,789,49,75,2024-10-16
1013,2,428,26,2025-02-27
1014,518,680,2,2025-02-24
1015,686,947,61,2024-08-23
1016,793,938,54,2025-01-15
1017,695,264,76,2025-04-19
1018,562,278,25,2024-11-28
1019,486,353,2,2024-11-29
1020,599,38,97,2025-02-26
1021,657,489,69,2025-02-08
1022,750,1332,61,2024-07-20
1023,113,820,40,2024-09-09
1024,518,275,17,2024-11-06
1025,875,440,83,2025-05-05
1026,416,584,15,2024-12-18
1027,817,1166,97,2025-04-27
1028,704,1207,30,2024-10-27
1029,819,951,81,2024-12-26
1030,929,567,63,2024-06-17
1031,1000,21,33,2024-11-17
1032,704,1000,38,2025-02-20
1033,841,260,71,2024-08-05
1034,102,1064,5,2025-04-09
1035,482,386,37,2024-05-14
1036,133,859,61,2024-07-31
1037,109,1147,46,2024-08-28
1038,631,428,20,2024-12-27
1039,918,531,62,2025-01-21
1040,948,1187,6,2025-04-01
1041,106,961,68,2024-09-29
1042,110,366,54,2025-02-02
1043,769,600,99,2024-07-23
1044,2,1285,13,2025-05-01
1045,282,1068,6,2024-09-25
1046,681,234,30,2025-01-04
1047,742,845,69,2025-04-03
1048,192,467,41,2024-12-10
1049,601,1465,48,2025-03-30
1050,651,864,34,2024-12-14
1051,947,708,92,2024-11-09
1052,344,1286,70,2024-10-22
1053,602,154,12,2025-02-07
1054,605,1399,40,2024-08-16
1055,845,455,40,2025-02-12
1056,433,1475,63,2025-02-19
1057,376,595,97,2024-08-25
1058,560,1379,66,2024-09-28
1059,501,1470,53,2024-08-02
1060,877,937,53,2024-07-21
1061,28,504,61,2025-01-08
1062,82,1327,60,2024-06-29
1063,607,977,8,2025-01-01
1064,511,786,21,2024-11-19
1065,239,1107,85,2025-03-17
1066,372,1165,92,2025-01-06
1067,516,1193,19,2024-12-13
1068,653,1178,20,2024-11-14
1069,556,1160,48,2025-04-01
1070,761,844,70,2024-05-28
1071,451,775,54,2024-08-02
1072,743,906,34,2025-01-22
1073,688,307,28,2025-03-15
1074,772,398,86,2024-05-12
1075,793,663,98,2024-05-14
1076,749,1169,66,2024-08-27
1077,316,604,77,2025-01-02
1078,537,1493,77,2024-07-10
1079,321,72,57,2024-06-20
1080,154,1281,21,2024-09-30
1081,551,1318,68,2025-03-10
1082,603,1068,68,2024-08-28
1083,627,808,34,2025-02-03
1084,444,655,45,2024-06-05
1085,333,792,97,2025-01-11
1086,457,278,45,2025-03-11
1087,339,717,59,2024-06-27
1088,616,1034,16,2025-01-08
1089,416,1188,47,2024-12-18
1090,378,366,86,2024-08-09
1091,363,1400,51,2024-06-28
1092,295,837,30,2025-05-03
1093,821,741,87,2024-10-09
1094,445,77,50,2025-03-12
1095,490,1423,32,2025-03-02
1096,478,218,7,2024-07-03
1097,781,1118,49,2024-10-02
1098,294,128,57,2024-06-28
1099,713,260,51,2024-12-26
1100,572,852,40,2024-05-22
1101,499,727,64,2025-01-17
1102,201,607,13,2024-11-09
1103,366,554,54,2025-04-10
1104,653,217,31,2024-12-03
1105,527,1059,44,2024-09-30
1106,230,319,92,2024-06-29
1107,174,943,39,2025-04-22
1108,834,776,88,2024-05-15
1109,206,1032,8,2024-06-02
1110,641,908,93,2025-01-22
1111,622,62,80,2025-02-17
1112,6,900,69,2024-10-06
1113,922,1304,31,2024-10-03
1114,665,148,21,2024-11-13
1115,343,235,89,2024-12-13
1116,843,169,62,2024-11-02
1117,193,261,74,2024-05-14
1118,834,1331,76,2025-01-20
1119,344,654,14,2025-01-04
1120,423,1214,97,2024-10-24
1121,770,433,99,2025-03-27
1122,79,1131,64,2024-10-04
1123,220,547,51,2025-02-08
1124,511,621,61,2025-03-06
1125,458,1075,91,2025-05-07
1126,985,1118,77,2024-12-07
1127,321,318,68,2024-12-16
1128,785,984,10,2024-08-23
1129,752,1250,83,2024-11-12
1130,680,108,37,2025-04-13
1131,333,1481,41,2025-01-04
1132,765,175,36,2024-09-18
1133,406,1057,75,2024-07-24
1134,769,469,92,2024-06-16
1135,132,676,30,2024-09-06
1136,817,302,12,2024-05-26
1137,7,1098,7,2024-10-22
1138,745,428,58,2025-01-09
1139,882,410,17,2024-10-15
1140,353,66,47,2024-12-12
1141,419,1097,50,2025-02-11
1142,88,346,23,2025-02-22
1143,553,1123,24,2024-07-17
1144,411,345,77,2024-10-12
1145,999,1478,69,2024-11-21
1146,712,998,33,2024-12-09
1147,361,1119,9,2024-07-15
1148,985,108,84,2024-11-05
1149,563,343,90,2024-11-12
1150,837,1065,48,2025-01-21
1151,123,823,43,2025-01-10
1152,630,624,95,2024-07-02
1153,909,1164,81,2024-09-04
1154,779,299,4,2025-05-03
1155,115,179,7,2025-01-12
1156,529,804,88,2025-04-24
1157,165,356,21,2024-07-25
1158,180,664,99,2025-04-10
1159,101,1421,65,2025-04-26
1160,596,876,67,2025-04-17
1161,545,776,92,2025-04-13
1162,160,699,88,2024-07-26
1163,579,580,83,2024-06-21
1164,824,1229,35,2024-07-09
1165,713,464,6,2024-06-15
1166,982,363,39,2025-04-28
1167,87,787,85,2024-10-23
1168,141,1277,15,2024-05-11
1169,557,35,100,2024-07-08
1170,467,806,91,2025-03-16
1171,435,1468,35,2024-06-09
1172,913,1312,38,2024-07-15
1173,958,828,99,2024-09-26
1174,752,577,22,2024-12-01
1175,660,1337,69,2024-07-13
1176,263,261,24,2024-09-23
1177,669,424,94,2024-11-01
1178,750,1273,70,2025-04-01
1179,28,1379,71,2025-05-10
1180,572,1466,92,2024-12-27
1181,233,624,8,2025-02-06
1182,878,799,6,2025-02-26
1183,7,1250,92,2024-12-04
1184,206,390,75,2025-03-12
1185,202,897,38,2024-10-15
1186,830,472,21,2025-03-16
1187,47,942,5,2025-05-05
1188,799,652,34,2025-02-13
1189,30,1235,58,2024-09-12
1190,945,1170,21,2024-06-15
1191,5,1488,41,2025-03-18
1192,510,1235,69,2025-03-22
1193,741,851,44,2024-06-22
1194,327,95,33,2025-02-02
1195,45,1303,37,2024-09-24
1196,315,1271,44,2024-08-01
1197,824,668,39,2024-06-11
1198,195,222,72,2024-09-15
1199,897,1135,81,2024-11-22
1200,448,363,27,2024-05-22
1201,843,976,69,2024-08-31
1202,986,1443,54,2024-09-12
1203,491,732,26,2025-05-01
1204,938,444,62,2024-08-22
1205,960,868,52,2024-08-25
1206,607,547,33,2024-05-18
1207,702,540,69,2025-01-05
1208,336,1139,71,2024-07-11
1209,375,1456,93,2024-08-24
1210,897,303,68,2025-03-03
1211,723,1193,63,2025-03-21
1212,735,1097,61,2024-12-07
1213,245,739,94,2024-05-15
1214,592,1046,44,2024-08-22
1215,13,629,95,2025-04-17
1216,988,1071,21,2025-04-19
1217,533,199,69,2024-12-07
1218,119,1326,64,2024-11-25
1219,627,710,30,2025-02-16
1220,807,17,67,2024-06-10
1221,876,1322,12,2024-06-30
1222,445,463,29,2024-08-31
1223,920,1126,72,2024-09-18
1224,49,507,96,2025-04-10
1225,376,354,14,2024-12-30
1226,343,390,24,2024-07-19
1227,987,655,93,2024-12-28
1228,991,892,36,2024-06-23
1229,920,1374,59,2024-10-09
1230,315,235,27,2024-08-24
1231,204,649,9,2024-07-21
1232,330,524,9,2025-01-31
1233,830,1193,75,2024-11-03
1234,212,839,83,2024-12-23
1235,396,1292,54,2024-10-11
1236,383,417,65,2024-07-20
1237,774,1309,40,2024-10-05
1238,265,63,50,2024-11-14
1239,786,206,80,2025-01-04
1240,397,755,53,2024-08-05
1241,608,1278,93,2024-12-10
1242,367,1428,98,2025-04-10
1243,205,542,71,2024-10-03
1244,794,1270,45,2025-03-20
1245,374,729,23,2024-05-23
1246,141,161,84,2024-10-22
1247,699,356,36,2024-08-11
1248,875,712,78,2025-04-24
1249,670,1348,45,2024-05-28
1250,727,869,80,2024-05-17
1251,940,381,18,2025-03-27
1252,681,132,2,2024-07-26
1253,416,313,63,2025-04-25
1254,592,493,63,2024-08-05
1255,527,226,39,2024-09-11
1256,421,488,46,2024-06-07
1257,793,13,41,2024-05-13
1258,357,391,8,2024-09-03
1259,555,1386,86,2024-12-31
1260,720,784,87,2024-10-06
1261,770,627,73,2024-07-28
1262,52,517,2,2025-03-20
1263,750,819,53,2024-08-03
1264,676,23,28,2025-01-10
1265,777,1024,32,2024-09-14
1266,757,317,46,2024-06-23
1267,1,165,13,2024-06-26
1268,894,1053,14,2024-07-17
1269,502,48,61,2024-05-16
1270,251,1096,62,2025-03-06
1271,360,358,89,2024-10-17
1272,31,1395,14,2025-01-16
1273,652,1000,8,2024-11-13
1274,576,279,91,2024-06-04
1275,718,1396,11,2025-01-22
1276,978,1312,27,2025-01-21
1277,999,609,62,2024-09-06
1278,718,371,88,2025-05-09
1279,300,665,15,2024-11-11
1280,867,1481,69,2024-12-05
1281,342,702,44,2025-03-21
1282,348,1029,64,2024-10-01
1283,534,2,15,2024-10-08
1284,426,1290,63,2025-05-06
1285,993,1308,5,2025-01-10
1286,162,850,36,2024-09-20
1287,452,1417,1,2025-05-10
1288,579,55,40,2025-02-06
1289,668,934,90,2025-01-06
1290,671,1365,76,2024-10-26
1291,908,328,38,2025-04-11
1292,719,449,74,2024-11-25
1293,150,921,86,2024-10-18
1294,324,136,49,2024-10-12
1295,172,581,65,2024-12-11
1296,908,987,72,2024-05-15
1297,972,1415,87,2024-07-04
1298,506,194,60,2024-09-06
1299,193,1059,93,2024-05-26
1300,398,1265,70,2024-12-04
1301,810,692,2,2024-07-09
1302,103,679,63,2025-01-14
1303,333,486,9,2024-08-07
1304,15,582,73,2024-08-09
1305,542,381,59,2024-07-24
1306,602,403,85,2024-08-10
1307,898,319,24,2024-09-11
1308,135,762,91,2024-06-14
1309,450,839,64,2024-11-29
1310,500,721,27,2024-10-08
1311,861,1301,73,2024-09-03
1312,269,422,57,2024-11-17
1313,552,410,75,2024-10-12
1314,715,941,40,2024-07-20
1315,442,963,85,2024-10-07
1316,584,1112,34,2024-11-09
1317,395,591,28,2024-06-09
1318,466,303,39,2025-02-11
1319,734,936,97,2024-05-14
1320,618,1267,61,2024-05-16
1321,130,683,12,2024-10-15
1322,62,698,77,2024-05-18
1323,620,594,48,2024-07-25
1324,67,342,38,2025-03-28
1325,939,237,48,2024-12-19
1326,191,815,47,2025-04-18
1327,693,795,20,2025-04-18
1328,819,76,74,2024-08-21
1329,238,1484,47,2025-02-15
1330,891,557,15,2024-11-21
1331,385,189,87,2024-05-27
1332,74,142,91,2024-08-18
1333,529,942,65,2024-06-24
1334,113,81,66,2025-05-10
1335,346,932,26,2025-03-11
1336,36,435,87,2025-01-16
1337,887,228,92,2024-12-15
1338,517,896,60,2024-07-15
1339,417,199,85,2025-02-18
1340,171,677,25,2025-02-07
1341,769,3,88,2025-04-28
1342,446,487,89,2025-04-21
1343,667,19,99,2024-10-24
1344,786,416,79,2024-05-14
1345,533,637,38,2024-07-06
1346,518,396,38,2025-02-07
1347,323,1378,95,2025-01-28
1348,260,1208,63,2024-12-29
1349,126,1339,72,2024-12-07
1350,269,504,62,2024-08-02
1351,797,410,60,2024-11-25
1352,408,1129,13,2025-03-07
1353,965,159,89,2024-06-28
1354,583,1138,64,2024-11-18
1355,437,568,40,2024-10-19
1356,510,1383,19,2024-12-19
1357,182,186,66,2024-09-06
1358,86,987,32,2024-10-02
1359,620,620,76,2025-03-18
1360,349,1179,71,2024-08-14
1361,481,1360,70,2024-06-05
1362,283,944,87,2024-05-12
1363,950,281,37,2025-04-29
1364,958,312,61,2024-09-04
1365,575,1085,33,2024-05-24
1366,37,756,48,2024-09-05
1367,353,980,61,2025-01-07
1368,761,1063,31,2024-09-03
1369,876,184,85,2025-03-26
1370,727,1356,11,2025-04-25
1371,744,356,66,2024-11-28
1372,535,1171,29,2024-11-28
1373,447,90,44,2024-12-21
1374,86,247,72,2025-02-03
1375,868,1499,6,2024-10-13
1376,353,125,24,2024-11-17
1377,427,1364,87,2025-03-03
1378,56,1235,41,2024-12-18
1379,621,41,95,2025-03-28
1380,62,878,71,2024-09-25
1381,513,527,59,2025-02-14
1382,781,550,100,2024-10-27
1383,364,698,53,2024-05-20
1384,625,1463,70,2024-12-14
1385,194,1375,13,2024-08-01
1386,135,576,46,2024-08-28
1387,185,280,21,2024-11-25
1388,587,135,15,2024-08-03
1389,91,808,4,2025-01-31
1390,385,1324,99,2024-05-22
1391,172,10,47,2024-05-12
1392,297,1487,8,2024-05-14
1393,39,29,73,2025-03-11
1394,993,502,41,2025-02-23
1395,890,961,54,2024-05-17
1396,450,614,48,2024-11-18
1397,996,334,21,2024-07-31
1398,9,893,93,2024-06-15
1399,42,1011,84,2024-11-10
1400,925,615,77,2024-10-17
1401,726,1281,98,2024-07-01
1402,22,927,29,2024-10-24
1403,326,874,39,2024-09-29
1404,673,210,77,2024-12-14
1405,366,295,40,2024-07-07
1406,695,324,72,2024-08-29
1407,85,160,87,2024-11-02
1408,939,1318,44,2025-02-09
1409,750,629,35,2024-08-18
1410,145,953,74,2024-09-30
1411,861,976,24,2024-07-16
1412,806,1408,23,2025-03-11
1413,368,297,2,2024-06-07
1414,115,914,95,2024-06-17
1415,7,655,96,2025-01-31
1416,368,79,52,2024-08-22
1417,178,405,51,2024-06-24
1418,643,872,83,2025-01-09
1419,510,1328,40,2024-09-27
1420,990,516,96,2024-05-23
1421,855,580,1,2024-10-20
1422,206,860,58,2024-09-15
1423,329,427,41,2024-07-09
1424,824,369,34,2025-03-11
1425,404,410,10,2025-04-19
1426,623,871,26,2024-08-01
1427,318,942,19,2024-06-23
1428,372,1295,88,2024-05-28
1429,891,470,24,2025-02-27
1430,536,575,46,2024-11-09
1431,397,835,46,2024-11-16
1432,681,1345,27,2024-08-13
1433,23,985,77,2024-09-23
1434,677,80,66,2025-03-23
1435,371,598,68,2025-05-07
1436,667,939,2,2024-07-13
1437,585,1257,67,2025-03-11
1438,438,294,88,2024-08-03
1439,421,394,35,2025-02-06
1440,939,493,82,2025-01-07
1441,701,106,38,2025-01-10
1442,739,1105,36,2025-03-29
1443,538,44,44,2025-02-12
1444,563,972,4,2024-08-10
1445,112,30,94,2024-12-17
1446,822,905,28,2024-06-11
1447,328,607,88,2024-06-15
1448,845,7,29,2024-09-02
1449,304,808,12,2024-07-21
1450,800,966,68,2025-02-16
1451,819,354,66,2025-03-22
1452,566,280,16,2025-02-07
1453,663,1299,87,2025-01-10
1454,362,594,93,2025-02-11
1455,410,41,32,2024-12-02
1456,920,397,95,2025-02-08
1457,74,1437,71,2024-12-31
1458,649,967,5,2025-02-05
1459,899,452,21,2024-11-25
1460,62,182,40,2024-08-29
1461,898,587,6,2025-05-02
1462,376,135,64,2024-11-28
1463,173,88,95,2025-03-29
1464,101,1274,56,2024-11-29
1465,561,938,80,2024-05-11
1466,732,1458,65,2024-09-28
1467,21,510,33,2024-06-14
1468,830,1222,45,2024-10-12
1469,693,1408,8,2024-09-21
1470,214,302,54,2024-11-09
1471,66,411,83,2025-04-21
1472,187,1211,54,2025-01-22
1473,139,1309,68,2024-07-04
1474,971,1415,31,2024-08-29
1475,814,790,26,2024-11-27
1476,523,1012,91,2024-10-24
1477,481,1066,23,2025-04-20
1478,98,760,71,2024-06-28
1479,538,288,9,2025-04-02
1480,3,309,59,2025-04-25
1481,187,526,81,2024-11-14
1482,309,1026,92,2024-06-10
1483,365,1235,57,2024-08-07
1484,155,1480,16,2024-10-15
1485,967,684,39,2025-04-14
1486,762,729,49,2025-02-06
1487,740,168,29,2024-06-22
1488,651,963,23,2024-08-20
1489,617,253,60,2025-01-04
1490,686,898,31,2025-04-18
1491,855,1154,23,2024-11-08
1492,774,9,51,2024-07-16
1493,332,1326,37,2024-10-22
1494,676,287,71,2024-06-19
1495,447,1454,44,2024-08-12
1496,538,109,77,2024-09-03
1497,562,670,66,2024-07-29
1498,293,766,69,2024-08-02
1499,929,47,3,2024-11-25
1500,183,1072,52,2024-12-19
1501,306,18,34,2024-06-15
1502,133,193,57,2025-04-12
1503,913,835,92,2024-10-19
1504,317,943,54,2024-09-27
1505,405,1266,94,2024-07-04
1506,440,1216,66,2025-01-11
1507,980,950,10,2024-08-05
1508,263,1093,24,2024-06-01
1509,667,155,43,2025-01-09
1510,938,302,98,2024-11-05
1511,791,203,67,2024-12-08
1512,151,52,71,2025-04-14
1513,196,887,50,2024-10-04
1514,106,776,82,2024-09-15
1515,692,464,98,2024-06-11
1516,817,1252,93,2025-05-11
1517,213,197,25,2024-09-15
1518,825,1457,66,2024-11-26
1519,21,1486,26,2024-12-30
1520,369,1049,65,2024-05-17
1521,112,659,71,2024-06-26
1522,913,1453,93,2024-09-27
1523,305,1482,18,2024-06-17
1524,471,746,47,2024-12-01
1525,436,1050,10,2024-08-11
1526,286,1201,49,2024-11-27
1527,323,1247,7,2025-02-11
1528,353,678,85,2025-04-24
1529,397,292,25,2024-09-24
1530,210,155,43,2024-12-14
1531,989,344,38,2025-01-23
1532,753,440,28,2025-03-12
1533,344,1286,73,2025-01-03
1534,420,456,33,2025-03-13
1535,578,135,4,2024-07-28
1536,700,341,68,2024-07-28
1537,766,954,12,2025-03-19
1538,661,30,57,2024-12-06
1539,271,573,40,2025-02-28
1540,341,822,93,2024-12-18
1541,969,848,82,2024-10-09
1542,677,301,81,2024-09-05
1543,566,747,62,2024-10-01
1544,455,56,11,2024-12-09
1545,41,1342,89,2024-12-04
1546,547,558,34,2024-12-03
1547,716,849,84,2024-08-19
1548,706,47,61,2025-02-18
1549,380,778,98,2025-03-28
1550,580,185,66,2024-09-07
1551,577,538,27,2025-01-13
1552,31,1036,12,2024-06-07
1553,834,349,92,2024-12-04
1554,996,1321,54,2024-11-17
1555,804,573,65,2024-08-24
1556,452,1100,35,2025-04-04
1557,883,310,36,2025-04-04
1558,350,1450,84,2024-05-25
1559,726,1434,45,2024-06-15
1560,653,1359,83,2024-12-24
1561,524,1054,99,2025-02-08
1562,539,503,83,2024-09-10
1563,650,1429,69,2025-04-17
1564,488,630,95,2024-06-30
1565,501,1341,93,2024-07-29
1566,537,391,61,2024-11-16
1567,865,1195,40,2025-04-15
1568,29,1499,31,2025-04-19
1569,770,172,7,2024-10-12
1570,304,179,20,2024-10-23
1571,466,682,46,2025-02-22
1572,227,1015,84,2024-11-06
1573,230,113,99,2025-02-12
1574,676,105,76,2024-07-03
1575,975,1207,98,2025-05-10
1576,39,285,59,2025-01-26
1577,371,777,52,2024-10-08
1578,799,369,94,2025-03-19
1579,565,354,95,2024-10-08
1580,205,993,2,2024-09-22
1581,694,93,92,2025-04-05
1582,370,887,33,2024-12-29
1583,641,348,52,2024-07-07
1584,962,288,97,2025-04-21
1585,353,435,81,2025-03-12
1586,593,693,17,2024-12-13
1587,532,887,62,2025-04-11
1588,788,125,44,2025-02-10
1589,416,495,98,2025-05-07
1590,675,618,98,2025-02-25
1591,702,1074,76,2024-11-18
1592,525,941,1,2024-07-24
1593,44,1116,58,2025-03-05
1594,279,25,5,2025-04-29
1595,493,41,56,2025-01-02
1596,87,794,3,2024-05-15
1597,532,613,63,2025-01-04
1598,626,234,78,2025-03-26
1599,67,1384,74,2024-12-10
1600,745,354,35,2024-10-20
1601,957,408,20,2024-06-22
1602,846,1313,75,2024-08-06
1603,922,104,66,2025-02-02
1604,326,506,29,2024-06-30
1605,14,1178,47,2024-12-04
1606,299,562,100,2024-09-23
1607,848,1302,58,2024-08-15
1608,926,1040,88,2024-08-05
1609,445,598,65,2024-07-19
1610,115,1221,32,2025-03-06
1611,628,127,62,2025-04-28
1612,289,630,88,2025-04-20
1613,289,687,92,2025-02-08
1614,201,1244,64,2024-07-26
1615,824,952,1,2024-11-25
1616,677,98,61,2024-09-29
1617,17,1311,58,2024-07-19
1618,865,47,73,2024-09-06
1619,401,593,25,2024-05-14
1620,341,528,65,2024-08-31
1621,413,1156,65,2025-03-15
1622,927,747,57,2024-11-09
1623,928,246,53,2024-09-29
1624,223,395,75,2025-05-11
1625,372,341,82,2024-09-26
1626,553,380,57,2025-03-10
1627,206,633,6,2025-01-16
1628,953,187,63,2024-07-13
1629,696,364,19,2025-01-25
1630,86,293,19,2024-05-14
1631,733,738,25,2024-05-23
1632,211,636,77,2024-11-07
1633,832,230,86,2024-05-19
1634,715,803,31,2024-07-05
1635,845,276,15,2025-04-29
1636,256,269,37,2024-11-23
1637,858,683,1,2024-08-27
1638,955,1365,9,2024-09-12
1639,370,1332,35,2024-09-13
1640,82,1329,39,2024-07-30
1641,75,982,40,2025-04-19
1642,637,742,56,2024-07-25
1643,575,130,6,2024-07-24
1644,602,120,80,2024-11-17
1645,850,1297,1,2024-07-22
1646,899,923,22,2024-06-19
1647,619,1471,36,2025-03-27
1648,294,910,81,2024-05-22
1649,356,1012,37,2024-06-15
1650,311,234,14,2024-08-10
1651,241,417,31,2024-06-11
1652,935,153,71,2024-07-07
1653,802,744,24,2025-04-16
1654,933,114,61,2024-10-27
1655,579,17,33,2024-10-18
1656,150,1337,6,2024-07-02
1657,291,34,7,2025-02-10
1658,962,1153,12,2024-06-22
1659,700,717,12,2024-07-09
1660,804,1135,73,2024-12-08
1661,917,404,49,2024-06-28
1662,782,949,64,2024-10-26
1663,307,1076,38,2025-03-11
1664,256,960,89,2024-10-17
1665,347,1336,100,2024-07-06
1666,34,383,31,2024-12-12
1667,924,1301,8,2024-09-04
1668,638,1480,98,2025-01-24
1669,79,53,37,2025-04-22
1670,696,1103,40,2025-05-11
1671,424,860,48,2025-04-22
1672,395,652,7,2024-11-09
1673,837,1345,46,2024-12-30
1674,737,41,58,2025-01-31
1675,676,1003,5,2024-06-05
1676,468,386,36,2024-07-22
1677,565,404,96,2024-06-09
1678,294,1298,3,2025-01-06
1679,461,229,92,2025-01-28
1680,576,1178,3,2024-07-12
1681,566,1475,65,2025-02-11
1682,154,520,97,2024-09-16
1683,469,569,32,2024-07-12
1684,885,90,21,2024-11-12
1685,805,1,96,2024-07-15
1686,892,915,49,2024-05-28
1687,864,734,24,2025-03-14
1688,536,1116,84,2025-02-20
1689,238,1183,22,2024-06-29
1690,240,1176,15,2025-04-05
1691,420,575,2,2024-07-10
1692,68,849,57,2024-12-20
1693,233,1486,25,2024-06-29
1694,524,1371,16,2025-03-09
1695,924,1081,31,2025-05-07
1696,879,458,18,2024-08-02
1697,245,1058,12,2024-06-05
1698,418,277,5,2024-07-31
1699,687,895,97,2024-08-24
1700,828,1440,7,2024-07-22
1701,180,1093,52,2024-12-08
1702,617,796,8,2025-04-30
1703,167,418,19,2025-04-27
1704,693,496,58,2024-07-13
1705,513,907,10,2025-03-28
1706,63,201,22,2024-07-12
1707,559,1491,35,2024-12-28
1708,784,554,51,2024-11-22
1709,224,326,60,2024-12-04
1710,616,541,95,2024-12-30
1711,438,1379,83,2024-07-15
1712,98,253,9,2024-09-04
1713,853,1086,94,2024-06-19
1714,861,945,54,2024-06-21
1715,717,681,27,2024-12-29
1716,247,256,93,2024-10-27
1717,644,1322,23,2025-03-03
1718,750,1339,62,2025-02-13
1719,8,956,87,2025-01-23
1720,969,1330,22,2025-02-27
1721,601,1186,37,2024-11-01
1722,405,608,31,2024-11-02
1723,881,896,34,2024-06-15
1724,378,265,88,2025-01-26
1725,325,845,44,2024-10-31
1726,622,601,44,2024-11-03
1727,989,1155,36,2024-11-10
1728,86,523,17,2024-06-16
1729,239,242,34,2025-03-07
1730,681,686,51,2024-08-16
1731,257,939,84,2024-10-26
1732,204,325,49,2025-04-03
1733,60,865,67,2024-09-18
1734,936,773,23,2025-02-20
1735,446,205,14,2024-07-17
1736,211,333,25,2024-07-12
1737,442,59,46,2025-04-03
1738,617,660,80,2024-06-29
1739,266,908,33,2025-05-10
1740,714,585,42,2025-01-01
1741,743,1416,10,2024-05-31
1742,962,994,86,2024-08-26
1743,591,20,98,2024-05-21
1744,118,888,100,2024-12-07
1745,11,1303,56,2024-09-16
1746,461,664,62,2024-07-30
1747,534,272,44,2025-01-17
1748,521,1479,1,2024-12-12
1749,37,466,27,2024-12-27
1750,736,936,41,2025-04-04
1751,849,283,82,2025-01-06
1752,217,553,24,2024-11-17
1753,930,262,6,2024-06-12
1754,304,223,7,2024-09-19
1755,675,52,76,2024-08-22
1756,295,693,4,2025-02-11
1757,190,1389,27,2025-04-29
1758,822,1267,58,2025-01-26
1759,342,178,57,2024-12-19
1760,458,801,76,2024-10-14
1761,296,38,57,2024-11-25
1762,578,25,6,2025-02-15
1763,475,1147,54,2025-02-14
1764,337,924,33,2024-06-23
1765,295,214,90,2025-05-08
1766,989,1435,4,2024-12-16
1767,198,1333,64,2024-12-20
1768,273,467,18,2025-03-18
1769,110,1059,96,2024-11-15
1770,343,821,8,2024-08-04
